Phylum,Class,Order,Family,Genus,Species,Taxa,TSN,Common_name,Sex,Size_Maturity,Season_or_doy,Capture_method,Region,LME_Continent,Ocean_Freshwater,Storage_method,Storage_duration_years,Methodology,Sample_Type,N_replicates,Size_min_mm,Size_max_mm,Size_min_g,Size_max_g,Ash_perc,H2O_perc,Lipid_perc,AFLDM,Dry_KJg_mean,Dry_KJg_SD,Ash_KJg,Wet_KJg_mean,Wet_KJg_SD,Wet_KJg_min,Wet_KJg_max,Indigestible_perc,Publication_Type,Publication_Author,Publication_Journal,Publication_Year,Notes
Chordata,Teleostei,Perciformes,Pholidae,Pholis,laeta,Pholis laeta,171641,Crescent gunnel,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,42,103,186,3.44,28.1,84.7,73.9,NA,NA,17.7,0.1,NA,4.69,0.14,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Cottidae,Gymnocanthus,galeatus,Gymnocanthus galeatus,167273,Armorhead sculpin,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,109,109,20.9,20.9,82.1,73.9,NA,NA,18.6,NA,NA,4.77,NA,4.77,4.77,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Stichaeidae,Lumpenus,maculatus,Lumpenus maculatus,171584,Daubed shanny,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,2,120,134,6.43,7.98,84.6,73.9,NA,NA,18.9,0.1,NA,4.83,0.53,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Stichaeidae,Lumpenus,sagitta,Lumpenus sagitta,171583,Snake prickleback,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,7,142,272,6.99,47.6,84.9,74,NA,NA,18,0.2,NA,4.55,0.44,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Stichaeidae,Lumpenus,fabricii,Lumpenus fabricii,631020,Slender eelblenny,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,22,113,295,6.7,43,86.6,74,NA,NA,19.2,0.1,NA,4.9,0.14,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,purpurescens,Anoplarchus purpurescens,171564,High cockscomb,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,120,120,10.5,10.5,84,75,NA,NA,17.2,NA,NA,4.28,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Oncorhynchus nerka,161979,Sockeye salmon,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,5,65,77,2.93,4.58,88.2,75.1,NA,NA,17.8,0.3,NA,4.35,0.34,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Cottidae,Hemilepidotus,hemilepidotus,Hemilepidotus hemilepidotus,167279,Red Irish Lord,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,97,97,21.9,21.9,79.8,75.2,NA,NA,15.7,NA,NA,3.85,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Bathymasteridae,Bathymaster,signatus,Bathymaster signatus,170949,Searcher,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,139,139,25.9,25.9,85.8,75.8,NA,NA,17.9,NA,NA,4.24,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Hexagrammidae,Ophiodon,elongatus,Ophiodon elongatus,167116,Lingcod,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,12,69,89,1.72,4.27,86,76.1,NA,NA,17,0.1,NA,3.98,0.14,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Bathymasteridae,Ronquilus,jordani,Ronquilus jordani,170951,Northern ronquil,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,8,85,160,4.16,37.4,83.9,76.6,NA,NA,17.5,0.2,NA,3.98,0.36,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,polyacanthocephalus,Myoxocephalus polyacanthocephalus,167315,Great sculpin,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,105,105,17.8,17.8,77,76.9,NA,NA,14.3,NA,NA,3.22,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,jaok,Myoxocephalus jaok,167312,Plain sculpin,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,75,75,5.69,5.69,78.2,77.6,NA,NA,17.9,NA,NA,3.24,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,quadricornis,Myoxocephalus quadricornis,167316,Fourhorn sculpin,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,2,40,79,9.16,9.16,80.2,78.4,NA,NA,16.4,0.3,NA,3.48,0.29,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Liparidae,Liparis,callyodon,Liparis callyodon,167553,Spotted snailfish,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,94,94,15.8,15.8,83.9,78.7,NA,NA,15.7,NA,NA,3.28,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,atropurpureus,Xiphister atropurpureus,171598,Black prickleback,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,3,124,215,4.59,24.8,81.8,79,NA,NA,16.3,0.5,NA,4.11,0.35,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Hemitripteridae,Blepsias,cirrhosus,Blepsias cirrhosus,167221,Silverspotted sculpin,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,83,83,8.64,8.64,78.1,79.9,NA,NA,15.5,NA,NA,3.05,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Hemitripteridae,Blepsias,bilobus,Blepsias bilobus,167220,Crested sculpin,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,2,84,90,20.2,20.2,84.8,81.3,NA,NA,19.2,0.1,NA,3.54,0.31,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,pacificus,Microstomus pacificus,172887,Dover sole,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,105,101,10.8,10.8,82.6,81.7,NA,NA,16.1,NA,NA,2.86,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,zachirus,Glyptocephalus zachirus,172978,Rex sole,NA,N/A,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,3,129,150,15.5,22,81.4,NA,NA,NA,15.4,0.2,NA,3.02,0.32,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Cottidae,Oligocottus,maculosus,Oligocottus maculosus,167333,Tidepool sculpin,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,1,44,44,1.06,1.06,79.7,67.3,NA,NA,15.5,NA,NA,4.75,NA,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,hexapterus,Ammodytes hexapterus,171672,Pacific sand lance,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,39,70,99,1.21,3.71,88.9,73.1,NA,NA,20,0.1,NA,5.06,0.29,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Scorpaeniformes,Cottidae,Artedius,fenestralis,Artedius fenestralis,167212,Padded sculpin,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,10,57,79,7.77,9.8,81,76.3,NA,NA,16.5,0.1,NA,3.82,0.24,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,pallasii,Clupea pallasii,551209,Pacific herring,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,63,100,100,6,6.93,86.6,77.6,NA,NA,17.8,0.1,NA,3.69,0.17,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Gadiformes,Gadidae,Gadus,macrocephalus,Gadus macrocephalus,164711,Pacific cod,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,15,58,86,3.28,4.46,85,77.8,NA,NA,17.1,0.1,NA,3.65,0.22,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Pleuronectiformes,N/A,N/A,N/A,Pleuronectiformes,172702,N/A,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,2,68,70,5.06,5.92,83.3,77.9,NA,NA,16.5,0,NA,3.61,0.23,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Trichodontidae,Trichodon,trichodon,Trichodon trichodon,170919,Pacific sandfish,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,30,57,97,2.35,14.8,85,78.2,NA,NA,17.1,0.1,NA,3.55,0.18,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,Oncorhynchus gorbuscha,161975,Pink salmon,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,37,57,98,3.4,11.6,86.2,78.7,NA,NA,16.8,0,NA,3.41,0.1,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Gadiformes,Gadidae,Microgadus,proximus,Microgadus proximus,164719,Pacific tomcod,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,20,54,95,1.21,6.79,83.2,79.5,NA,NA,15.8,0.1,NA,3.04,0.17,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Perciformes,Zaproridae,Zaprora,silenus,Zaprora silenus,171659,Prowfish,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,15,53,87,2.75,17.6,84.5,83.5,NA,NA,18.1,0.1,NA,2.84,0.23,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass"
Chordata,Teleostei,Osmeriformes,Osmeridae,Mallotus,villosus,Mallotus villosus,162035,Capelin,Juvenile,Juvenile,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,32,48,82,0.82,4.7,88.5,77.1,NA,NA,19.1,0.5,NA,4.17,0.21,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass. Juveniles"
Chordata,Teleostei,Gadiformes,Gadidae,Gadus,chalcogrammus,Gadus chalcogrammus,934083,Walleye pollock,NA,Small,Summer,Various,Northern Gulf of Alaska,Gulf of Alaska,Pacific,Frozen,1,Proximate composition,Whole body,17,47,64,7.93,7.93,85.9,79.1,NA,NA,17,0.1,NA,3.47,0.14,NA,NA,NA,Original,Anthony et al.,Journal of Experimental Marine Biology and Ecology,2000,"AFDM expressed as lipid free mass, so it's lean dry mass. Mass reported just mean, no min-max reported"
Chordata,Teleostei,Perciformes,Sciaenidae,Cynoscion,nebulosus,Cynoscion nebulosus,169239,Spotted Seatrout,NA,Larvae,N/A,Laboratory,Laboratory,Laboratory,Laboratory,Frozen,2,Bomb calorimetry,Pooled whole body,9,9.2,9.7,0.01,0.02,NA,85.7,NA,NA,NA,NA,NA,2.56,0.131,2.4,2.7,NA,Original,Wuenschel,Dissertation--SUNY College of Environmental Science and Forestry,2002,"Aggregate samples (20 fish each) Means not reported in 2006 paper, but calculated from Table 3.4 in Wuenschel Ph.D dissertation"
Chordata,Teleostei,Gadiformes,Gadidae,Gadus,chalcogrammus,Gadus chalcogrammus,934083,Walleye pollock,Juvenile,Juvenile,N/A,Rod and reel,Resurrection Bay,Gulf of Alaska,Pacific,Frozen,3,Bomb calorimetry,Whole body,68,NA,NA,NA,NA,11,76.6,NA,NA,23.3,3.6,NA,5.45,0.839,NA,NA,NA,Original,Harris et al.,Journal of Fish Biology,1986,"Also has egg and larvae, but only in dry weight"
Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,Botrynema,N/A,Botrynema,51130,N/A,NA,N/A,April,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,5,NA,NA,1.4,5,3.1,95.8,0.076,0.316,2.6,NA,9.5,0.108,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1992,Also has estimates of ED from carbon content
Chordata,Thaliacea,Salpida,Salpidae,Salpa,N/A,Salpa,159652,N/A,NA,N/A,August,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,10,NA,NA,0.4,5,3.1,95.3,0.215,0.502,4.6,NA,13.6,0.216,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1992,Also has estimates of ED from carbon content
Ctenophora,Nuda,Beroida,Beroidae,Beroe,N/A,Beroe,53954,N/A,NA,N/A,February,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,10,NA,NA,2.3,5.9,2.84,96,0.094,0.436,3.7,NA,12.5,0.146,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1992,Also has estimates of ED from carbon content
Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,N/A,Pleurobrachia,53861,N/A,NA,N/A,January,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,9,NA,NA,NA,NA,2.9,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1992,Also has estimates of ED from carbon content
Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,N/A,Tomopteris,65460,N/A,NA,N/A,July,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,10,NA,NA,0.2,0.7,1.8,84.5,1.52,5,12.4,NA,14,1.92,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1985,Also has estimates of ED from carbon content
Cnidaria,Scyphozoa,Coronatae,Atollidae,Atolla,N/A,Atolla,51554,N/A,NA,N/A,June,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,15,NA,NA,5.5,45.4,NA,95.1,0.206,0.834,6,NA,15.2,0.295,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1992,Also has estimates of ED from carbon content
Cnidaria,Hydrozoa,Anthoathecatae,Bythotiaridae,Calycopsis,N/A,Calycopsis,49403,N/A,NA,N/A,March,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,15,NA,NA,1.3,4.5,3.1,95.3,0.1,0.513,3.7,NA,11.2,0.171,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1992,Also has estimates of ED from carbon content
Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,N/A,Diphyes,51306,N/A,NA,N/A,May,Zooplankton Tow,South Georgia,Antarctic,Southern,Frozen,4,Proximate composition,Whole body,10,NA,NA,0.5,1,2.7,95.4,0.148,0.613,4.7,NA,11.8,0.215,NA,NA,NA,NA,Original,Clarke et al.,Journal of Experimental Marine Biology and Ecology,1992,Also has estimates of ED from carbon content
Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,producta,Pugettia producta,98436,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,2,NA,NA,NA,NA,NA,74.6,NA,NA,18.4,0.4,NA,4.68,0.418,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,N/A,Tegula,69948,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,5,NA,NA,NA,NA,NA,76,NA,NA,19.7,1.7,NA,4.72,1.67,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Cancer magister,98675,Dungeness crab,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,4,NA,NA,NA,NA,NA,76.8,NA,NA,14.6,6.3,NA,3.4,6.28,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,oregonensis,Cancer oregonensis,98677,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,2,NA,NA,NA,NA,NA,78.5,NA,NA,18.4,2.9,NA,3.96,2.93,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,gigantea,Saxidomus gigantea,568268,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,11,NA,NA,NA,NA,NA,79.5,NA,NA,20.1,0.4,NA,4.12,0.418,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus,cheiragonus,Telmessus cheiragonus,98663,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,5,NA,NA,NA,NA,NA,81.1,NA,NA,19.7,1.3,NA,3.72,1.26,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,nuttallii,Clinocardium nuttalli,NA,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,9,NA,NA,NA,NA,NA,82.5,NA,NA,19.7,1.3,NA,3.44,1.26,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,staminea,Leukoma staminea,NA,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,14,NA,NA,NA,NA,NA,83,NA,NA,20.1,1.7,NA,3.41,1.67,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,productus,Cancer productus,98672,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,5,NA,NA,NA,NA,NA,83.8,NA,NA,19.2,1.3,NA,3.12,1.26,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,californicus,Apostichopus californicus,1078919,N/A,NA,N/A,Spring,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,5,NA,NA,NA,NA,NA,92.5,NA,NA,10,1.7,NA,0.753,1.67,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,N/A,Tegula,69948,N/A,NA,N/A,Summer,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,3,NA,NA,NA,NA,NA,75,NA,NA,19.7,0.4,NA,4.92,0.418,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,producta,Pugettia producta,98436,N/A,NA,N/A,Summer,Opportunistically,SEAK,Gulf of Alaska,Pacific,Frozen,1,Bomb calorimetry,Whole body,3,NA,NA,NA,NA,NA,82.4,NA,NA,17.2,2.5,NA,3.02,2.51,NA,NA,NA,Original,LaRoche,Thesis--University of Alaska Fairbanks,2020,"Also has sea urchins, but are an order of magnitude off so removed"
